N,T,Total_T
136700,28,3866738
136800,24,3869579
136900,18,3872264
137000,24,3875148
137100,31,3877873
137200,35,3880863
137300,18,3883806
137400,24,3886537
137500,30,3889505
137600,33,3892359
137700,19,3894928
137800,18,3897459
137900,36,3900141
138000,24,3903117
138100,37,3905855
138200,26,3908935
138300,30,3911932
138400,24,3914780
138500,29,3917770
138600,26,3920635
138700,21,3923393
138800,25,3926256
138900,24,3928994
139000,31,3931966
139100,36,3934703
139200,26,3937603
139300,23,3940413
139400,16,3942862
139500,29,3946705
139600,15,3949263
139700,24,3952070
139800,24,3954922
139900,20,3957667
140000,24,3960383
140100,29,3963121
140200,24,3966116
140300,23,3968980
140400,24,3971579
140500,18,3974182
140600,25,3976922
140700,25,3979732
140800,16,3982564
140900,31,3985295
141000,26,3988330
141100,32,3991321
141200,18,3994323
141300,26,3996901
141400,17,3999566
141500,31,4002111
141600,27,4005173
141700,24,4008234
141800,32,4011021
141900,25,4013800
142000,19,4016858
142100,20,4019866
142200,25,4022607
142300,26,4025552
142400,16,4028332
142500,18,4030730
142600,24,4033682
142700,21,4036600
142800,26,4039540
142900,25,4042573
143000,25,4045472
143100,41,4048205
143200,25,4051260
143300,29,4054334
143400,24,4057241
143500,24,4059810
143600,25,4062444
143700,26,4065324
143800,30,4068048
143900,34,4070829
144000,28,4073604
144100,25,4076154
144200,18,4078912
144300,21,4081460
144400,17,4084605
144500,36,4087374
144600,30,4090228
144700,32,4093148
144800,18,4095897
144900,24,4098671
145000,27,4101376
145100,30,4104271
145200,31,4107290
145300,25,4110162
145400,26,4112878
145500,25,4115457
145600,28,4118352
145700,24,4121404
145800,19,4124338
145900,32,4127276
146000,40,4129915
146100,30,4133050
146200,29,4136047
146300,27,4139094
146400,25,4142324
146500,18,4145344
146600,26,4148130
146700,20,4151138
146800,19,4153908
146900,32,4156944
147000,34,4159844
147100,26,4162657
147200,29,4165748
147300,33,4168567
147400,21,4171745
147500,29,4174633
147600,22,4177293
147700,25,4179771
147800,25,4182520
147900,30,4185460
148000,22,4188348
148100,22,4190946
148200,19,4193431
148300,28,4195917
148400,29,4198678
148500,23,4201562
148600,24,4204303
148700,24,4206846
148800,23,4209603
148900,30,4212307
149000,25,4215174
149100,41,4217863
149200,31,4220520
149300,30,4223481
149400,24,4226320
149500,32,4229128
149600,23,4231663
149700,18,4234502
149800,26,4237306
149900,31,4240067
150000,31,4243026
150100,30,4245498
150200,31,4248289
150300,24,4251147
150400,29,4254305
150500,25,4256965
150600,22,4259832
150700,19,4262543
150800,18,4265200
150900,33,4268209
151000,31,4271326
151100,34,4274165
151200,35,4276951
151300,19,4279711
151400,26,4282722
151500,22,4285600
151600,24,4288335
151700,23,4290916
151800,28,4293656
151900,27,4296340
152000,36,4299049
152100,19,4301890
152200,25,4304619
152300,30,4307257
152400,30,4309843
152500,32,4312949
152600,34,4315796
152700,45,4318559
152800,29,4321134
152900,20,4324053
153000,30,4326796
153100,24,4329650
153200,25,4332269
153300,31,4334990
153400,40,4337641
153500,35,4340644
153600,17,4343509
153700,19,4346247
153800,19,4348824
153900,29,4351684
154000,19,4354847
154100,31,4357595
154200,25,4360426
154300,26,4363360
154400,27,4366396
154500,20,4369197
154600,26,4372239
154700,33,4375231
154800,19,4378254
154900,24,4381364
155000,21,4384352
155100,32,4387252
155200,24,4390065
155300,26,4393043
155400,25,4395996
155500,32,4399090
155600,28,4402074
155700,29,4404864
155800,18,4407548
155900,25,4410441
156000,26,4413059
156100,20,4415938
156200,18,4418650
156300,23,4421199
156400,24,4423867
156500,24,4426818
156600,31,4429832
156700,19,4432458
156800,24,4435323
156900,25,4438081
157000,19,4441053
157100,26,4443887
157200,18,4446836
157300,24,4449587
157400,26,4452725
157500,41,4455556
157600,25,4458414
157700,24,4461480
157800,20,4464430
157900,18,4467051
158000,24,4469663
158100,20,4472240
158200,22,4475393
158300,25,4478231
158400,28,4480993
