N,T,Total_T
139800,88,19020186
139900,124,19030659
140000,98,19041776
140100,98,19053232
140200,113,19065223
140300,87,19077982
140400,100,19088114
140500,112,19099182
140600,111,19110750
140700,125,19122705
140800,70,19135940
140900,114,19147020
141000,114,19159385
141100,126,19172225
141200,110,19185482
141300,152,19199680
141400,100,19210081
141500,125,19221107
141600,87,19232634
141700,100,19244525
141800,126,19257056
141900,116,19268728
142000,113,19280847
142100,114,19293820
142200,137,19306826
142300,152,19320568
142400,86,19333027
142500,113,19344960
142600,99,19358038
142700,137,19370702
142800,124,19384426
142900,122,19397819
143000,123,19411121
143100,168,19425578
143200,125,19439391
143300,137,19454369
143400,85,19467699
143500,98,19478280
143600,110,19489765
143700,112,19501038
143800,125,19513330
143900,111,19525900
144000,87,19537849
144100,124,19550277
144200,113,19562993
144300,139,19576400
144400,88,19590299
144500,125,19601879
144600,124,19614311
144700,141,19627169
144800,111,19640497
144900,99,19654864
145000,126,19667383
145100,138,19681062
145200,126,19695174
145300,135,19709717
145400,167,19725409
145500,128,19736845
145600,99,19749223
145700,112,19761961
145800,112,19775151
145900,150,19789144
146000,113,19802022
146100,136,19815456
146200,126,19829735
146300,164,19844167
146400,137,19860176
146500,111,19873719
146600,127,19887052
146700,127,19901442
146800,137,19915535
146900,154,19930544
147000,138,19945292
147100,153,19959900
147200,110,19975790
147300,148,19990816
147400,151,20007176
147500,84,20020396
147600,72,20029682
147700,111,20039933
147800,99,20049849
147900,125,20060887
148000,73,20071980
148100,85,20082516
148200,112,20093732
148300,112,20105106
148400,113,20117259
148500,87,20129649
148600,112,20140042
148700,126,20151154
148800,86,20162673
148900,109,20174601
149000,87,20187590
149100,125,20198930
149200,113,20211337
149300,124,20224113
149400,125,20237395
149500,166,20251831
149600,85,20261818
149700,98,20272840
149800,98,20284317
149900,113,20296237
150000,126,20309068
150100,116,20320520
150200,123,20332853
150300,126,20345739
150400,100,20359035
150500,137,20372762
150600,99,20384863
150700,124,20396908
150800,100,20409927
150900,138,20422792
151000,138,20436541
151100,140,20449916
151200,113,20463174
151300,111,20478545
151400,140,20492404
151500,149,20507356
151600,85,20520283
151700,98,20530896
151800,123,20542601
151900,124,20553829
152000,98,20566228
152100,100,20578525
152200,97,20590435
152300,137,20603086
152400,112,20615749
152500,138,20629264
152600,99,20642853
152700,140,20654687
152800,111,20667159
152900,111,20679874
153000,125,20693214
153100,114,20707445
153200,126,20720213
153300,136,20733898
153400,140,20748069
153500,151,20762650
153600,73,20778517
153700,114,20789908
153800,115,20802567
153900,128,20815608
154000,113,20829145
154100,155,20843601
154200,128,20856569
154300,156,20870496
154400,115,20884995
154500,125,20899780
154600,150,20914959
154700,127,20928218
154800,125,20941659
154900,125,20955887
155000,148,20970210
155100,163,20985277
